WordNum	LogFrequency	SemanticClass
130	2,193124598	opaque
131	0,602059991	opaque
132	0	opaque
133	3,835817354	opaque
134	0,477121255	opaque
135	2,705007959	opaque
136	0	opaque
137	3,538322333	opaque
138	1,255272505	opaque
139	3,868996902	opaque
140	0	opaque
141	3,592398846	opaque
142	0,301029996	opaque
143	0	opaque
144	1	opaque
145	0,602059991	opaque
146	3,039414119	opaque
147	2,23299611	opaque
148	0,698970004	opaque
149	1,278753601	opaque
150	2,416640507	opaque
151	2,649334859	opaque
152	3,493736802	opaque
153	1,591064607	opaque
154	2,079181246	opaque
155	2,086359831	opaque
156	2,167317335	opaque
157	2,26245109	opaque
158	2,318063335	opaque
159	2,334453751	opaque
160	2,334453751	opaque
161	2,42975228	opaque
162	2,436162647	opaque
163	2,948901761	opaque
164	3,412124406	opaque
165	1,462397998	opaque
166	1,913813852	opaque
167	2,123851641	opaque
168	3,250663919	opaque
169	3,361727836	opaque
170	3,371806459	opaque
171	2,846955325	opaque
172	3,661055085	opaque
173	3,728028954	opaque
174	0,477121255	opaque
175	2,530199698	opaque
176	1,491361694	opaque
177	2,227886705	opaque
178	2,489958479	opaque
179	2,607455023	opaque
180	0,698970004	opaque
181	1,886490725	opaque
182	2,212187604	opaque
183	2,431363764	opaque
184	2,938519725	opaque
185	2,212187604	opaque
186	1,832508913	opaque
187	2,283301229	opaque
188	2,130333768	opaque
189	2,176091259	opaque
190	2,822168079	opaque
191	2,565847819	opaque
192	2,201397124	opaque
193	3,292256071	opaque
194	0	opaque
195	1,342422681	opaque
196	0,954242509	opaque
197	3,503926804	opaque
198	0	opaque
199	0,84509804	transparent
200	2,653212514	transparent
201	1,414973348	transparent
202	0	transparent
203	0,477121255	transparent
204	0	transparent
205	1,934498451	transparent
206	1,875061263	transparent
207	0,698970004	transparent
208	0	transparent
209	1,770852012	transparent
210	0,301029996	transparent
211	0	transparent
212	0	transparent
213	2,193124598	transparent
214	1,361727836	transparent
215	2,274157849	transparent
216	1,230448921	transparent
217	1,929418926	transparent
218	1,278753601	transparent
219	0,77815125	transparent
220	0	transparent
221	0	transparent
222	0,301029996	transparent
223	0	transparent
224	0	transparent
225	0	transparent
226	0	transparent
227	1,079181246	transparent
228	0	transparent
229	0	transparent
230	0	transparent
231	0	transparent
232	0	transparent
233	0	transparent
234	0,301029996	transparent
235	0	transparent
236	0	transparent
237	0	transparent
238	0	transparent
239	0	transparent
240	0	transparent
241	0	transparent
242	0	transparent
243	0	transparent
244	0	transparent
245	0	transparent
246	0	transparent
247	0	transparent
248	0	transparent
249	0	transparent
250	0	transparent
251	0,301029996	transparent
252	0	transparent
253	0	transparent
254	2,096910013	transparent
255	0,301029996	transparent
256	1,832508913	transparent
257	0	transparent
258	0,602059991	transparent
259	2,127104798	transparent
260	0	transparent
261	1,934498451	transparent
262	1,579783597	transparent
263	0,954242509	transparent
264	1,556302501	transparent
265	2,742725131	transparent
266	1,301029996	transparent
267	1,826074803	transparent
268	2,761927838	transparent
269	3,011993115	transparent
270	1	transparent
271	2,71432976	transparent
272	1,146128036	transparent
273	1,851258349	transparent
274	1,86923172	transparent
275	2,432969291	transparent
276	2,484299839	transparent
277	1,851258349	transparent
278	0	transparent
279	0	transparent
280	0,477121255	transparent
281	2,717670503	transparent
282	1,792391689	transparent
283	2,120573931	transparent
284	2,561101384	transparent
285	2,053078443	transparent
286	2,336459734	transparent
287	2,579783597	transparent
288	2,424881637	transparent
289	1,986771734	transparent
290	3,204662512	transparent
291	2,23299611	transparent
292	1,77815125	transparent
293	2,267171728	transparent
294	3,098989639	transparent
295	0,602059991	transparent
296	2,527629901	transparent
297	2,652246341	transparent
298	1	transparent
299	1,380211242	transparent
300	2,733197265	transparent
301	0,477121255	transparent
302	1,886490725	transparent
303	2,472756449	transparent
304	2,916453949	transparent
305	3,273464273	transparent
306	2,73479983	transparent
307	0,477121255	transparent
308	2,089905111	transparent
309	0,698970004	transparent
310	0	transparent
311	2,572871602	transparent
312	2,220108088	transparent
313	3,354108439	transparent
314	0,698970004	transparent
315	2,113943352	transparent
316	2,346352974	transparent
317	1,431363764	transparent
318	1,77815125	transparent
319	1,079181246	transparent
320	2,176091259	transparent
321	1,740362689	transparent
322	3,000867722	transparent
323	2,51054501	transparent
324	2,860936621	transparent
325	2	transparent
326	3,317227349	transparent
327	2,629409599	transparent
328	2,624282096	transparent
329	3,12515583	transparent
330	0,301029996	transparent
331	1,763427994	transparent
332	0,301029996	transparent
333	2,527629901	transparent
334	3,246005904	transparent
335	1,968482949	transparent
336	3,715083671	transparent
337	2,910090546	transparent
338	2,846955325	transparent
339	2,045322979	transparent
340	2,276461804	transparent
341	2,305351369	transparent
342	1,146128036	transparent
343	0,77815125	transparent
344	1,770852012	transparent
345	0,84509804	transparent
346	1,785329835	transparent
347	2,705007959	transparent
348	0,903089987	transparent
349	1,505149978	transparent
350	2,552668216	transparent
351	2,471291711	transparent
352	0,903089987	transparent
353	0,301029996	transparent
354	1,977723605	transparent
355	1,447158031	transparent
356	0,84509804	transparent
357	2,31386722	transparent
358	1,361727836	transparent
359	2,42975228	transparent
360	1,602059991	transparent
361	0,954242509	transparent
362	2,607455023	transparent
363	2,161368002	transparent
364	0,77815125	transparent
365	0,301029996	transparent
366	1,431363764	transparent
367	0	transparent
368	1,662757832	transparent
369	1,929418926	transparent
370	1,462397998	transparent
371	2,053078443	transparent
372	1,832508913	transparent
373	2,632457292	transparent
374	0,477121255	transparent
375	1,838849091	transparent
376	0,301029996	transparent
377	2,217483944	transparent
378	2,666517981	transparent
379	1,447158031	transparent
380	3,256236533	transparent
381	0,602059991	transparent
382	1,875061263	transparent
383	2,227886705	transparent
384	1,342422681	transparent
385	2,431363764	transparent
386	2,413299764	transparent
387	1	transparent
388	1,770852012	transparent
389	1,204119983	transparent
390	2,383815366	transparent
391	0,77815125	transparent
392	1,799340549	transparent
393	2,678518379	transparent
394	0,698970004	transparent
395	1,176091259	transparent
396	0	transparent
397	2,648360011	transparent
398	2,243038049	transparent
399	2,472756449	transparent
400	0,477121255	transparent
401	1,342422681	transparent
402	0,301029996	transparent
403	2,555094449	transparent
404	0	transparent
405	1,255272505	transparent
406	2,651278014	transparent
407	1,041392685	transparent
408	2,650307523	transparent
409	0,602059991	transparent
410	1,204119983	transparent
411	0,903089987	transparent
412	0,602059991	transparent
413	1,447158031	transparent
414	2,625312451	transparent
415	0	transparent
416	2,037426498	transparent
417	0,954242509	transparent
418	2,385606274	transparent
419	0,77815125	transparent
420	0,301029996	transparent
421	2,23299611	transparent
422	0,301029996	transparent
423	1,851258349	transparent
424	2,100370545	transparent
425	2,706717782	transparent
426	0	transparent
427	0,301029996	transparent
428	0,301029996	transparent
429	0	transparent
430	0	transparent
431	0	transparent
432	0	transparent
433	0	transparent
434	0	transparent
435	0	transparent
436	0	transparent
437	0	transparent
438	0	transparent
439	0	transparent
440	0,301029996	transparent
441	0	transparent
442	0,301029996	transparent
443	0	transparent
444	2,08278537	transparent
445	1,612783857	transparent
446	1,924279286	transparent
447	0,84509804	transparent
448	0,301029996	transparent
449	0	transparent
450	0,602059991	transparent
451	0	transparent
452	0	transparent
453	0	transparent
454	0,301029996	transparent
455	0	transparent
456	0,477121255	transparent
457	0	transparent
458	0	transparent
459	0	transparent
460	0	transparent
461	1,707570176	transparent
462	2,564666064	transparent
463	2,096910013	transparent
464	2,324282455	transparent
465	1,230448921	transparent
466	2,158362492	transparent
467	0	transparent
468	0	transparent
469	0	transparent
470	0	transparent
471	0,477121255	transparent
472	0,477121255	transparent
473	0,84509804	transparent
474	1,908485019	transparent
475	2,113943352	transparent
476	2,255272505	transparent
477	3,176380692	transparent
478	0,77815125	transparent
479	0	transparent
480	2,609594409	transparent
481	3,06669855	transparent
482	1,505149978	transparent
483	0	transparent
484	1,568201724	transparent
485	0,903089987	transparent
486	0	transparent
487	0	transparent
488	0,77815125	transparent
489	0	transparent
490	0	transparent
491	1,716003344	transparent
492	2,625312451	transparent
493	0,301029996	transparent
494	0	transparent
495	1,857332496	transparent
496	2,167317335	transparent
497	2,184691431	transparent
498	2,257678575	transparent
499	0	transparent
500	0,477121255	transparent
501	1,544068044	transparent
502	1,591064607	transparent
503	1,908485019	transparent
504	3,217483944	transparent
505	0	transparent
506	1,380211242	transparent
507	1,579783597	transparent
508	0,477121255	transparent
509	0,477121255	transparent
510	3,031004281	transparent
511	0	transparent
512	0,477121255	transparent
513	0,903089987	transparent
514	1,204119983	transparent
515	1,748188027	transparent
516	2,515873844	transparent
517	2,773054693	transparent
518	1,819543936	transparent
519	2,552668216	transparent
520	2,995196292	transparent
521	3,098297536	transparent
522	0,301029996	transparent
523	0	transparent
524	0	transparent
525	3,631950826	transparent
526	0	transparent
527	1,079181246	transparent
528	1,633468456	transparent
529	0	transparent
530	0	transparent
531	0,477121255	transparent
532	2,416640507	transparent
533	0,301029996	transparent
534	0	transparent
535	0,903089987	transparent
536	0	transparent
537	0	transparent
538	0,77815125	transparent
539	0,477121255	transparent
540	0,477121255	transparent
541	0,698970004	transparent
542	0,954242509	transparent
543	1	transparent
544	1,146128036	transparent
545	1,579783597	transparent
546	2,037426498	transparent
547	2,220108088	transparent
548	2,250420002	transparent
549	2,392696953	transparent
550	0,301029996	transparent
551	0	transparent
552	0,301029996	transparent
553	2,06069784	transparent
554	0	transparent
555	1,963787827	transparent
556	0,301029996	transparent
557	0,84509804	transparent
558	0,77815125	transparent
559	0	transparent
560	2,100370545	transparent
561	0,903089987	transparent
562	1	transparent
563	0	transparent
564	1,397940009	transparent
565	1,707570176	transparent
566	1,77815125	transparent
567	0	transparent
568	1,041392685	transparent
569	2,146128036	transparent
570	0,602059991	transparent
571	2,161368002	transparent
572	0	transparent
573	0	transparent
574	0	transparent
575	1,69019608	transparent
576	1,698970004	transparent
577	2,780317312	transparent
578	2,963787827	transparent
579	2,64738297	transparent
580	0	transparent
581	0	transparent
582	0	transparent
583	0,698970004	transparent
584	1	transparent
585	0,954242509	transparent
586	0	transparent
587	1,397940009	transparent
588	0	transparent
589	1,544068044	transparent
590	2,206825876	transparent
591	2,432969291	transparent
592	2,5774918	transparent
593	2,301029996	transparent
594	1,991226076	transparent
595	0	transparent
596	0,301029996	transparent
597	0	transparent
598	0,477121255	transparent
599	0,301029996	transparent
600	0	transparent
601	0,301029996	transparent
602	0,477121255	transparent
603	0,77815125	transparent
604	0	transparent
605	0,77815125	transparent
606	1,113943352	transparent
607	1,146128036	transparent
608	1,544068044	transparent
609	1,662757832	transparent
610	1,880813592	transparent
611	0,698970004	transparent
612	0	transparent
613	0	transparent
614	0	transparent
615	0	transparent
616	0	transparent
617	0	transparent
618	0	transparent
619	0,698970004	transparent
620	0,301029996	transparent
621	0	transparent
622	0	transparent
623	0,301029996	transparent
624	0	transparent
625	0	transparent
626	0	transparent
627	0	transparent
628	0,301029996	transparent
629	0,477121255	transparent
630	0	transparent
631	0,301029996	transparent
632	0,301029996	transparent
633	0	transparent
634	0,301029996	transparent
635	0	transparent
636	0	transparent
637	0	transparent
638	0,301029996	transparent
639	0	transparent
640	0	transparent
641	0	transparent
642	0	transparent
643	0,301029996	transparent
644	0,301029996	transparent
645	1,633468456	transparent
646	1,62324929	transparent
647	1,447158031	transparent
648	1,146128036	transparent
649	0,301029996	transparent
650	0	transparent
651	0	transparent
652	0	transparent
653	0	transparent
654	0,301029996	transparent
655	0	transparent
656	0,477121255	transparent
657	0	transparent
658	0	transparent
659	0	transparent
660	0	transparent
661	0	transparent
662	0	transparent
663	0,602059991	transparent
664	0	transparent
665	0	transparent
666	0	transparent
667	0	transparent
668	0	transparent
669	0	transparent
670	0	transparent
671	0,301029996	transparent
672	0,301029996	transparent
673	1,886490725	transparent
674	2,269512944	transparent
675	1,556302501	transparent
676	0	transparent
677	0	transparent
678	1,806179974	transparent
679	1,662757832	transparent
680	0,903089987	transparent
681	0,954242509	transparent
682	0	transparent
683	0,301029996	transparent
684	0,477121255	transparent
685	1,748188027	transparent
686	0	transparent
687	0,698970004	transparent
688	0	transparent
689	1,041392685	transparent
690	1,748188027	transparent
691	1,643452676	transparent
692	0	transparent
693	0	transparent
694	0,301029996	transparent
695	0	transparent
696	0	transparent
697	0	transparent
698	0,301029996	transparent
699	0,301029996	transparent
700	0	transparent
701	0,477121255	transparent
702	0,477121255	transparent
703	0,602059991	transparent
704	0,602059991	transparent
705	0,903089987	transparent
706	0,954242509	transparent
707	1	transparent
708	1,380211242	transparent
709	1,342422681	transparent
710	1,380211242	transparent
711	1,62324929	transparent
712	1,748188027	transparent
713	2,190331698	transparent
714	2,475671188	transparent
715	2,905256049	transparent
716	3,102090526	transparent
717	0,477121255	transparent
718	3,000434077	transparent
719	0	transparent
720	0	transparent
721	0,602059991	transparent
722	0,77815125	transparent
723	1	transparent
724	1,079181246	transparent
725	1,255272505	transparent
726	1,414973348	transparent
727	1,505149978	transparent
728	1,698970004	transparent
729	1,886490725	transparent
730	1,991226076	transparent
731	2,029383778	transparent
732	2,120573931	transparent
733	2,176091259	transparent
734	2,201397124	transparent
735	2,698100546	transparent
736	2,814247596	transparent
737	2,889301703	transparent
738	2,971275849	transparent
739	0	transparent
740	0,301029996	transparent
741	0	transparent
742	2,530199698	transparent
743	2,700703717	transparent
744	0	transparent
745	0	transparent
746	0	transparent
747	0	transparent
748	0	transparent
749	0	transparent
750	0	transparent
751	0,77815125	transparent
752	0,477121255	transparent
753	0,477121255	transparent
754	0,84509804	transparent
755	0,903089987	transparent
756	1,414973348	transparent
757	1,491361694	transparent
758	1,681241237	transparent
759	2,117271296	transparent
760	2,250420002	transparent
761	2,123851641	transparent
762	2,509202522	transparent
763	0,602059991	transparent
764	1	transparent
765	1,255272505	transparent
766	1,342422681	transparent
767	1,361727836	transparent
768	1,447158031	transparent
769	1,681241237	transparent
770	1,707570176	transparent
771	1,959041392	transparent
772	1,973127854	transparent
773	1,977723605	transparent
774	2,152288344	transparent
775	2,187520721	transparent
776	2,201397124	transparent
777	0	transparent
778	3,465828815	transparent
779	1,431363764	transparent
780	1,968482949	transparent
781	3,020775488	transparent
782	2,252853031	transparent
783	1,892094603	transparent
784	2,225309282	transparent
785	1,77815125	transparent
786	2,285557309	transparent
787	2,338456494	transparent
788	0	transparent
789	0	transparent
790	0,602059991	transparent
791	0	transparent
792	0	transparent
793	0	transparent
794	0	transparent
795	0,301029996	transparent
796	0	transparent
797	0	transparent
798	0	transparent
799	0,477121255	transparent
800	0	transparent
801	0,602059991	transparent
802	0,477121255	transparent
803	0,477121255	transparent
804	0,477121255	transparent
805	0,698970004	transparent
806	0,77815125	transparent
807	0,602059991	transparent
808	0,602059991	transparent
809	0,84509804	transparent
810	1	transparent
811	0,903089987	transparent
812	0,954242509	transparent
813	1	transparent
814	0,954242509	transparent
815	1,146128036	transparent
816	1,113943352	transparent
817	1,146128036	transparent
818	1,204119983	transparent
819	1,301029996	transparent
820	1,278753601	transparent
821	1,361727836	transparent
822	1,380211242	transparent
823	1,397940009	transparent
824	1,462397998	transparent
825	1,462397998	transparent
826	1,491361694	transparent
827	1,505149978	transparent
828	1,531478917	transparent
829	1,579783597	transparent
830	1,602059991	transparent
831	1,643452676	transparent
832	1,681241237	transparent
833	1,707570176	transparent
834	1,84509804	transparent
835	1,968482949	transparent
836	2,025305865	transparent
837	2,11058971	transparent
838	2,190331698	transparent
839	2,247973266	transparent
840	2,285557309	transparent
841	2,294466226	transparent
842	2,307496038	transparent
843	2,459392488	transparent
844	2,478566496	transparent
845	0	transparent
846	0	transparent
847	0	transparent
848	0,301029996	transparent
849	0,477121255	transparent
850	0	transparent
851	0	transparent
852	0,301029996	transparent
853	0,301029996	transparent
854	0	transparent
855	0	transparent
856	0	transparent
857	0	transparent
858	0	transparent
859	0,602059991	transparent
860	0	transparent
861	0	transparent
862	0	transparent
863	0	transparent
864	0	transparent
865	0	transparent
866	0,301029996	transparent
867	0	transparent
868	0	transparent
869	0	transparent
870	0	transparent
871	0	transparent
872	0	transparent
873	0	transparent
874	0	transparent
875	0,477121255	transparent
876	0,301029996	transparent
877	0,301029996	transparent
878	0	transparent
879	0	transparent
880	0	transparent
881	0	transparent
882	0	transparent
883	0	transparent
884	0	transparent
885	0	transparent
886	0	transparent
887	0	transparent
888	0	transparent
889	0	transparent
890	0	transparent
891	0,477121255	transparent
892	0	transparent
893	0	transparent
894	0	transparent
895	0	transparent
896	0	transparent
897	0,477121255	transparent
898	0,301029996	transparent
899	0	transparent
900	0,301029996	transparent
901	0	transparent
902	0	transparent
903	0	transparent
904	0	transparent
905	0,477121255	transparent
906	0	transparent
907	0	transparent
908	0	transparent
909	0	transparent
910	0	transparent
911	0	transparent
912	0,301029996	transparent
913	0	transparent
914	0,602059991	transparent
915	0	transparent
916	0,301029996	transparent
917	0	transparent
918	0	transparent
919	0	transparent
920	0	transparent
921	0	transparent
922	0,77815125	transparent
923	1,041392685	transparent
924	1,113943352	transparent
925	1,146128036	transparent
926	1,380211242	transparent
927	1,491361694	transparent
928	1,812913357	transparent
929	1,991226076	transparent
930	2,008600172	transparent
931	2,075546961	transparent
932	0,301029996	transparent
933	0,301029996	transparent
934	0	transparent
935	2,755112266	transparent
936	0	transparent
937	0,602059991	transparent
938	0	transparent
939	0,602059991	transparent
940	1,041392685	transparent
941	1,278753601	transparent
942	1,531478917	transparent
943	2,688419822	transparent
944	2,689308859	transparent
945	2,725911632	transparent
946	2,127104798	transparent
947	2,923244019	transparent
948	2,250420002	transparent
949	2,912753304	transparent
950	3,285332228	transparent
951	0	transparent
952	0,77815125	transparent
953	1,146128036	transparent
954	2,089905111	transparent
955	2,096910013	transparent
956	2,264817823	transparent
957	2,365487985	transparent
958	2,371067862	transparent
959	3,093421685	transparent
960	0,602059991	transparent
961	0,602059991	transparent
962	1,342422681	transparent
963	1,431363764	transparent
964	1,462397998	transparent
965	1,785329835	transparent
966	1,949390007	transparent
967	2,071882007	transparent
968	2,133538908	transparent
969	2,382017043	transparent
970	2,571708832	transparent
971	2,630427875	transparent
972	2,963315511	transparent
973	1,113943352	transparent
974	2,542825427	transparent
975	2,352182518	transparent
976	2,201397124	transparent
977	1,342422681	transparent
978	2,161368002	transparent
979	1,204119983	transparent
980	0	transparent
981	0	transparent
982	0,301029996	transparent
983	0	transparent
984	0	transparent
985	0	transparent
